SITE,CONST,YR,DOY,MP1,MP2,MP5,OSMP1,OSMP2,OSMP5,OSGF,OSMW,OSIOD,S1,S2,S5X
DHAN,J,24,115,0.1926,0.1731,0.166,52.1757,52.1757,52.1757,55.9565,72.8491,54.3803,40.8839839,44.73892774,45.98194768
DHAN,J,24,116,0.2047,0.1803,0.171,52.7778,52.7778,52.7778,54.2857,90.4762,50.6667,40.95472159,44.73997368,45.99007895
DHAN,J,24,117,0.2065,0.166,0.1592,27.4898,27.4286,27.4898,31.0846,109.216,26.94,40.91793068,44.78824405,45.97321296
DHAN,J,24,118,0.1933,0.1735,0.1741,95.6333,98.931,98.931,95.6333,136.619,95.6333,41.62317331,44.38912513,45.35364238
DHAN,J,24,119,0.2253,0.1829,0.2075,71.4146,69.7143,71.4146,77.0526,108.444,69.7143,41.00814784,44.77831284,45.99870219
DHAN,J,24,120,0.1962,0.1763,0.1622,58.9516,58.9194,58.9516,61.9492,91.375,59.918,40.98692026,44.78352039,46.02626539
DHAN,J,24,121,0.1884,0.175,0.1594,0,0,0,0,408,0,40.73737745,44.52156863,45.49436275
DHAN,J,24,124,0.2198,0.1722,0.1647,30.743,28.7632,28.6554,32.1639,103.446,28.8868,40.47658827,44.50053588,45.68091753
DHAN,J,24,125,0.2093,0.1848,0.1799,36.0502,36.1783,36.3268,37.1992,109.847,36.7598,40.67151947,44.75216926,45.85054086
DHAN,J,24,126,0.1932,0.1671,0.1585,50.4483,50.4414,50.4483,50.4483,159.022,50.4483,40.74820411,44.8464315,46.00825701
DHAN,R,24,100,0.2844,0.2428,0,133.765,122.919,0,189.5,133.765,146.71,42.31078395,43.86301912,
DHAN,R,24,101,0.2873,0.2417,0,67.386,65.1017,0,112.971,106.694,75.3137,42.64110429,44.03226646,
DHAN,R,24,102,0.1068,0.1213,0,0,0,0,0,0,0,42.00555556,43.40625,
DHAN,R,24,103,0.2775,0.2643,0,226.148,203.533,0,226.148,96.9206,185.03,43.52346482,43.77820177,
DHAN,R,24,104,0.2733,0.2507,0,108.648,85.029,0,202.31,133.341,133.341,43.74789845,43.62801636,
DHAN,R,24,105,0.2856,0.2621,0,117.519,102.355,0,151.095,122.038,135.021,44.28347243,43.782004,
DHAN,R,24,106,0.2762,0.2502,0,214.212,176.725,0,321.318,110.453,228.032,44.29204442,44.02253182,
DHAN,R,24,107,0.2829,0.2529,0,143.455,121.385,0,263,85.2973,161.846,43.79539096,44.49409062,
DHAN,R,24,108,0.2963,0.2503,0,182.677,149.026,0,217.808,91.3387,202.25,43.90001613,44.9923009,
DHAN,R,24,109,0.2775,0.2598,0,158.538,126.184,0,237.808,131.553,176.657,43.15681333,44.07872616,
DHAN,R,24,110,0.2723,0.2543,0,167.875,141.368,0,198.963,97.6727,179.067,42.71224459,44.18656994,
DHAN,R,24,111,0.3073,0.2417,0,202.759,168,0,294,210,189.677,43.45429444,43.76130952,
DHAN,R,24,112,0.2806,0.2503,0,118.957,97.7143,0,165.818,124.364,124.364,44.00627457,43.75723684,
DHAN,R,24,113,0.2806,0.2456,0,96.7674,84.9184,0,138.7,84.9184,109.5,44.54899301,44.05904831,
DHAN,R,24,114,0.2622,0.2342,0,130.578,108.815,0,202.621,78.3467,146.9,44.37159677,44.50939255,
DHAN,R,24,115,0.2542,0.2438,0,114.638,99.2388,0,151.114,96.3623,112.695,43.43496941,44.31496241,
DHAN,R,24,116,0.2492,0.2262,0,120.755,118.34,0,164.361,93.9206,118.34,43.45521352,44.61913851,
DHAN,R,24,117,0.2646,0.2448,0,149.39,125,0,149.39,88.7681,130.319,43.23881144,44.28540646,
DHAN,R,24,118,0.2712,0.2386,0,165.71,160.531,0,270.368,91.7321,142.694,43.36659296,44.57816271,
DHAN,R,24,119,0.2484,0.2344,0,156.68,150.654,0,217.611,91.093,163.208,44.23280894,44.79441041,
DHAN,R,24,120,0.3037,0.2564,0,101.204,85.3906,0,121.444,59.4022,105.096,43.91797583,43.90623628,
DHAN,R,24,121,0.2762,0.2748,0,28.6842,20.9615,0,36.3333,54.5,30.2778,41.8556369,42.43571429,
DHAN,R,24,124,0.3253,0.2408,0,124.147,108.231,0,189,136.161,142.281,43.87269995,44.48307802,
DHAN,R,24,125,0.2898,0.248,0,131.168,113.076,0,172.589,129.102,143.825,44.37542233,44.52985548,
DHAN,R,24,126,0.2779,0.2432,0,199.698,165.539,0,273.5,179.729,237.377,43.74331078,44.21194184,
IITK,C,24,101,0.4121,0.2246,0.2478,126.802,346.12,218.011,260.6,503.827,197.838,42.98062698,,45.38599788
IITK,C,24,102,0.4344,0.2455,0.2487,140.376,324.971,354.024,310.06,300.165,250.804,42.75412132,,45.3173726
IITK,C,24,103,0.4289,0.2316,0.2403,183.863,471.448,801.056,580.621,303.071,424.3,42.79593535,,45.32549237
IITK,C,24,104,0.4384,0.247,0.2451,139.615,333.345,381.385,360.153,412.73,262.995,42.66673835,,45.29177617
IITK,C,24,105,0.434,0.2417,0.2526,154.73,388.888,417.972,351.044,326.552,272.655,42.74429668,,45.36402655
IITK,C,24,106,0.4313,0.2297,0.2349,211.083,801.71,893.364,743.013,425.389,574.495,43.0457431,,45.62742411
IITK,C,24,107,0.4368,0.2514,0.2367,222.494,767.297,0,893.453,394.352,723.81,43.04927667,,45.55810179
IITK,C,24,108,0.4318,0.249,0.2329,256.698,807.571,2300.08,791.486,398.51,640.303,42.84923565,,45.35123729
IITK,C,24,109,0.4241,0.2432,0.2541,83.8988,130.707,190.373,132.45,242.044,100.74,42.8042099,,45.3073724
IITK,C,24,110,0.4216,0.231,0.2358,299.349,729.026,1554.47,681.651,384.878,565.77,43.02174149,,45.36103043
IITK,C,24,111,0.4359,0.2547,0.2412,359.639,1613.09,3712.5,1721.91,391.883,1535.76,43.066743,,45.4202397
IITK,C,24,112,0.4335,0.259,0.2402,290.835,1302.28,444.507,671.69,575.735,553.157,43.05275662,,45.40089972
IITK,C,24,113,0.4245,0.2465,0.2365,363.252,1189.09,1288.57,1251.2,457.756,1005.43,43.26574745,,45.58289696
IITK,C,24,114,0.4187,0.2374,0.2499,174.386,299.364,505.271,285.359,328.494,240.43,43.56714736,,45.55813267
IITK,C,24,115,0.4158,0.2461,0.253,163.413,311.688,241.863,284.271,295.027,213.203,43.4674053,,45.17989261
IITK,C,24,116,0.4174,0.2534,0.2721,88.2906,121.759,282.057,156.077,245.167,111.57,43.26819549,,45.21371297
IITK,C,24,117,0.4191,0.2527,0.2409,231.4,416.378,709.381,659.221,578.5,402.078,43.25965602,,45.27726663
IITK,C,24,118,0.4251,0.251,0.2378,664.884,5161.45,0,11436,752.368,9530,43.16342329,,45.41097769
IITK,C,24,119,0.4178,0.2454,0.2434,467.058,1933,827.139,1202.43,657.14,1027.53,43.19056832,,45.44058818
IITK,C,24,120,0.4233,0.2538,0.2429,470.742,1868.03,4298,1822.23,697.395,1569.14,43.1680278,,45.46869039
IITK,C,24,121,0.4135,0.2392,0.2414,360.321,1535.41,974.935,954.85,596.781,806.915,43.18870359,,45.55968249
IITK,C,24,122,0.4169,0.2426,0.2446,631.957,2885.5,10130.7,3230,796.438,2527.83,43.04570422,,45.32518752
IITK,C,24,123,0.4171,0.2388,0.2536,554.154,2724.29,15031,2881.6,619.699,2401.33,43.10188987,,45.3076721
IITK,C,24,124,0.4185,0.247,0.2425,419.044,1836.32,1028.76,1125.67,683.44,1007.18,43.07634678,,45.3103907
IITK,C,24,125,0.4199,0.2443,0.2452,444.287,2473.78,2716.55,2388.04,616.269,1976.31,43.10542929,,45.36968683
IITK,C,24,126,0.4151,0.2304,0.2435,883.594,7024.88,0,8078.57,883.594,8078.57,43.10945474,,45.4945693
IITK,C,24,127,0.4194,0.2488,0.2419,1125.7,7990,0,14071.2,804.071,14071.2,43.01381035,,45.53953814
IITK,C,24,128,0.4173,0.2532,0.2389,724.481,4734.08,30104,5203.09,473.008,5203.09,43.00728384,,45.56257015
IITK,C,24,129,0.4217,0.2577,0.2499,690.262,3028.74,6066,8283.14,603.979,8283.14,42.89107544,,45.35209178
IITK,C,24,130,0.4174,0.2523,0.2539,241.152,426.068,542.309,505.779,376.007,361.728,42.83750629,,45.27184033
IITK,C,24,131,0.4149,0.2452,0.2413,721.165,8076.43,0,8138.86,522.679,8138.86,42.78385933,,45.26028935
IITK,C,24,132,0.4223,0.2608,0.2429,700.427,5700.3,30016,9572.5,531.806,7179.38,42.81599747,,45.3707391
IITK,C,24,133,0.4223,0.2469,0.2449,976.386,7897.14,0,9275.67,525.038,6956.75,42.90314468,,45.4895663
IITK,C,24,134,0.4258,0.2637,0.2472,527.355,2238.2,3316.89,2170.27,575.786,1567.42,42.9916865,,45.55367691
IITK,C,24,135,0.4082,0.2399,0.2405,879.738,5159.09,0,5718.3,468.713,5718.3,42.94865959,,45.53477339
IITK,C,24,136,0.4128,0.237,0.2397,763.618,2880.1,0,8290.71,734.62,7254.38,42.74899186,,45.35704639
IITK,C,24,137,0.4059,0.2282,0.2364,797.764,4386.62,4277,4786.58,897.484,3829.27,42.85301716,,45.30889267
IITK,C,24,138,0.4113,0.2319,0.2343,1027.02,11409.4,0,14378.2,821.614,14378.2,42.73926677,,45.24577968
IITK,C,24,139,0.4135,0.2332,0.2351,833.188,4075.71,14958.5,5749,798.472,4790.83,42.89757795,,45.36098784
IITK,C,24,140,0.4055,0.2242,0.2381,1339.26,11170.2,0,11249.8,1124.98,11249.8,43.14138336,,45.53062402
IITK,C,24,141,0.4114,0.2387,0.2399,916.574,3966.21,14927,7987.29,698.888,5591.1,43.26496196,,45.53135863
IITK,C,24,142,0.403,0.2366,0.2403,1249.84,3723.67,0,14060.8,770.452,9373.83,43.27060367,,45.5606472
IITK,C,24,143,0.3998,0.2282,0.2424,1382.17,6397.11,0,8293,983.915,7256.38,43.12665509,,45.31221942
IITK,C,24,144,0.4039,0.2373,0.2392,1227.85,7152.88,15086.5,9618.17,1088.85,9618.17,43.08468734,,45.27151093
IITK,C,24,145,0.398,0.2239,0.2315,1009.76,5276.82,0,4183.29,929.619,3904.4,43.20636246,,45.35908547
IITK,C,24,146,0.4038,0.2288,0.2346,902.569,3063.89,3096.1,3451,771.934,2444.46,43.33961813,,45.38123749
IITK,C,24,147,0.4075,0.233,0.2351,1293,5774.8,31318,5818.5,797.055,4848.75,43.32899236,,45.34348701
IITK,C,24,148,0.4115,0.2328,0.2364,1500.97,11321.8,0,28518.5,1056.24,28518.5,43.42076311,,45.41703382
IITK,C,24,149,0.4042,0.2329,0.2373,1187.73,8248.43,0,14549.8,1385.69,14549.8,43.33607725,,45.37548168
IITK,C,24,150,0.4002,0.2332,0.2373,1101.32,28947.5,0,58370,1144.51,58370,43.38611805,,45.39265454
IITK,C,24,151,0.405,0.2296,0.2404,1722.93,6410.75,0,25844,680.105,25844,43.28740528,,45.26390215
IITK,C,24,152,0.3948,0.2168,0.2414,800.476,3028.09,0,4802.86,686.122,2801.67,43.51911402,,45.28612863
IITK,C,24,153,0.4043,0.2361,0.2348,1435.71,6487.11,31170,19621.3,1549.05,19621.3,43.51098696,,45.32215842
IITK,C,24,154,0.4106,0.2401,0.2364,1062.8,7255.62,0,7306.75,1062.8,7306.75,43.52445241,,45.35534195
IITK,C,24,155,0.411,0.2335,0.2386,1213.13,9426.17,30292,11403.4,983.052,9502.83,43.46631074,,45.36238036
IITK,C,24,156,0.4052,0.2273,0.2377,1453.7,7208.25,31166,9691.33,953.246,8306.86,43.49318255,,45.36488723
IITK,C,24,157,0.3958,0.224,0.235,1007.74,5794.6,30991,7306.12,664.193,7306.12,43.51002196,,45.34695596
IITK,C,24,158,0.4004,0.2281,0.2375,1016.09,11690.8,0,19644.3,1511.1,19644.3,43.46710341,,45.33848928
IITK,C,24,159,0.3984,0.2324,0.2331,745.615,4118.14,15523,7269.75,1057.42,7269.75,43.50171725,,45.26057649
IITK,C,24,160,0.3996,0.227,0.2308,1226.4,8333.86,0,14716.8,1132.06,11773.4,43.56612561,,45.36169734
IITK,C,24,161,0.411,0.2497,0.2346,1389.6,19300.7,31190,19454.3,577.851,19454.3,43.57620819,,45.34673676
IITK,C,24,162,0.4125,0.2471,0.2416,1062.56,6323.67,31177,14344.5,691.301,11475.6,43.55726158,,45.36071325
IITK,C,24,163,0.4051,0.2389,0.239,1136.57,11498,0,19321.7,526.955,19321.7,43.63338053,,45.38807204
IITK,C,24,164,0.3999,0.2373,0.2406,1171.6,8291.14,0,11716,689.176,9763.33,43.57983832,,45.36553452
IITK,C,24,165,0.3988,0.2384,0.2402,632.75,1858.32,3126.9,1617.03,819.901,1141.43,43.57147155,,45.27449087
IITK,C,24,166,0.4038,0.2308,0.2346,1060.31,9634.67,30710,9719.5,956.016,9719.5,43.5056361,,45.21323175
IITK,C,24,167,0.4079,0.2344,0.2364,997.458,11672,0,14712.5,1032.46,11770,43.66578498,,45.39858339
IITK,C,24,168,0.4091,0.2417,0.2374,1025.47,11596.8,31253,14613,1169.04,14613,43.63403949,,45.34780049
IITK,C,24,169,0.4112,0.2459,0.236,1113.69,2866.95,0,4826,665.655,4136.57,43.61477473,,45.2572629
IITK,C,24,170,0.4047,0.229,0.2333,1070.55,2957.84,10005.7,3152.17,766.743,3152.17,43.65136342,,45.35079106
IITK,C,24,171,0.4003,0.2202,0.2358,1149.08,6196.33,0,8043.57,410.985,7038.12,43.51935103,,45.2683028
IITK,C,24,172,0.415,0.244,0.2417,811.214,5630.9,0,8112.14,469.298,8112.14,43.45800175,,45.18737557
IITK,C,24,173,0.418,0.2465,0.2351,826.866,6857.25,0,7914.29,302.732,6925,43.57969982,,45.28618471
IITK,C,24,174,0.4222,0.2535,0.2319,541.306,11585.4,30529,14615.2,656.865,14615.2,43.6237332,,45.31595271
IITK,C,24,175,0.419,0.2458,0.2374,533.879,5662.8,14977.5,8160.71,723.101,7140.62,43.66424967,,45.40324077
IITK,C,24,176,0.4218,0.2504,0.2399,522.991,6110.33,0,9239.5,458.157,9239.5,43.62691862,,45.39055383
IITK,C,24,177,0.4282,0.2551,0.2453,417.406,2898.11,0,4626.25,423.779,3965.36,43.50136594,,45.3864567
IITK,C,24,178,0.4242,0.247,0.2544,407.584,3075.06,0,6204.33,446.712,4295.31,43.28221813,,45.3205123
IITK,C,24,179,0.4231,0.2448,0.2501,397.689,3064.18,0,1693.39,472.928,1499.86,43.26991556,,45.29067941
IITK,C,24,180,0.4264,0.2523,0.2393,728,5412.1,0,7800,384.507,5460,43.45128259,,45.24871313
IITK,C,24,181,0.4335,0.2689,0.2546,427.904,2220.69,3384,3423.24,409.824,3423.24,43.24883224,,45.33071013
IITK,C,24,182,0.4387,0.2887,0.2749,366.846,1289.55,3330.44,2289.12,572.28,1788.38,43.12834551,,45.25186643
IITK,C,24,183,0.4495,0.2744,0.2504,221.78,1057.58,1101.67,1087.58,483.368,883.656,42.44577272,,45.38976841
IITK,C,24,184,0.4451,0.2466,0.2463,291.309,2762.55,0,3709.33,515.185,3272.94,39.36796237,,45.41399805
IITK,C,24,185,0.4521,0.2568,0.2531,259.258,1139.76,3334.78,5114.45,426.205,2679,39.09041985,,45.28492357
IITK,C,24,186,0.4775,0.2788,0.2647,423,0,0,0,32.5385,0,40.18186528,,46.45700483
IITK,C,24,187,0.4568,0.2931,0.2811,383.229,3950.38,2072.75,7952,413.091,7952,41.23257594,,45.24949958
IITK,C,24,188,0.4483,0.2625,0.2459,267.491,2049.86,5079.83,2512.09,506.825,2139.93,41.39849344,,45.35224223
IITK,C,24,189,0.442,0.257,0.2378,332.526,5191.82,15047.5,5229.73,885.031,5229.73,41.42652618,,45.25151173
IITK,C,24,190,0.4338,0.2536,0.2341,393.965,2681.76,14916,5157.36,603.521,4363.92,41.35183959,,45.41766145
IITK,C,24,191,0.434,0.2434,0.2329,364.753,9287.67,0,11234.4,579.093,11234.4,41.25240123,,45.33990255
IITK,C,24,192,0.4188,0.2392,0.2377,475.108,5652.2,30186,7126.62,581.765,6334.78,41.0079171,,45.18255772
IITK,C,24,193,0.4235,0.2366,0.2367,476.851,4085.14,0,6411,519.811,5769.9,40.9611825,,45.19062707
IITK,C,24,194,0.4318,0.2486,0.2284,514.223,4394.15,0,5759.3,719.913,5235.73,40.90596714,,45.22910956
IITK,C,24,195,0.4207,0.2411,0.2414,349.006,1001.46,3384.33,1086.53,647.034,928.806,40.89054032,,45.183742
IITK,C,24,196,0.4212,0.2511,0.2222,643.169,3789.33,0,5724.2,602.547,4770.17,40.84112879,,45.23711645
IITK,C,24,197,0.4114,0.2452,0.2276,974.483,9352.5,14871,14130,724.615,14130,40.94997801,,45.40279337
IITK,C,24,198,0.4095,0.2399,0.2348,617.637,1507.68,2490.25,1605.86,631.517,1221.85,40.86598275,,45.36791235
IITK,C,24,199,0.4038,0.2365,0.2276,783.205,2182.5,7531,5197.64,642.404,5197.64,40.59901629,,45.19927313
IITK,C,24,200,0.4023,0.2432,0.2302,1278.22,4073.86,0,4793.33,661.149,4793.33,40.63511029,,45.17792845
IITK,C,24,201,0.4147,0.2547,0.2325,717.259,2750,10125.7,5809.8,652.787,4841.5,40.87204465,,45.25239286
IITK,C,24,202,0.4198,0.2476,0.2349,575.218,3034.95,0,5809.7,564.049,4469,40.79330902,,45.25324325
IITK,C,24,203,0.414,0.2507,0.2371,873.061,2120.48,7537.25,2400.92,570.515,2134.15,40.72881752,,45.34324468
IITK,C,24,204,0.4129,0.2522,0.2317,944.169,6150.67,0,13926.5,535.635,13926.5,40.82246817,,45.43257669
IITK,C,24,205,0.4149,0.2374,0.2349,672.049,5479.8,0,5009.82,301.137,2900.42,40.92949491,,45.37858029
IITK,C,24,206,0.429,0.2525,0.2479,294.547,1538.82,3095.56,2396.55,325.457,1952.74,40.86511905,,45.18164269
IITK,C,24,207,0.432,0.2598,0.2582,175.423,378.107,596.28,348.693,246.048,264.358,40.87863855,,45.10879187
IITK,C,24,208,0.4279,0.2579,0.241,349.201,1724.25,1466.95,2523.77,340.632,1682.52,40.94388864,,45.22687406
IITK,C,24,209,0.4296,0.2483,0.2308,418.221,5652.4,0,9479.67,427.654,9479.67,40.79025401,,45.27429583
IITK,C,24,210,0.4362,0.266,0.2531,417.732,1332.37,1887.94,4434.38,565.167,2745.1,40.92332568,,45.33737588
IITK,C,24,211,0.4298,0.2533,0.2301,610.308,6130,0,11107.6,677.293,9256.33,40.88861736,,45.34250605
IITK,C,24,212,0.4315,0.2423,0.2306,443.472,11015.4,14807.5,13858.5,644.581,13858.5,41.02964611,,45.19828523
IITK,C,24,213,0.425,0.2457,0.2415,472.132,4056.21,0,7141,968.271,7141,41.14244018,,45.14902104
IITK,C,24,214,0.4235,0.2359,0.2328,455.365,2375.75,0,3586,637.511,3187.56,41.13302403,,45.17692435
IITK,C,24,215,0.4269,0.2392,0.2284,429.919,5246.27,30418,8291.29,753.753,8291.29,41.03448094,,45.11555526
IITK,C,24,216,0.4282,0.2391,0.2278,366.348,3386.41,0,4134.5,863.925,3858.87,41.22051756,,45.24019521
IITK,C,24,217,0.4279,0.2383,0.2195,634.736,5747.4,0,11552.2,849.426,8251.57,41.35633944,,45.29059561
IITK,C,24,218,0.422,0.2358,0.2268,331.766,1024.15,1861.5,886.438,700.395,746.474,41.30345409,,45.33014466
IITK,C,24,219,0.4196,0.2495,0.2578,143.458,255.1,414.792,243.013,397.035,181.868,41.23100658,,45.24612063
IITK,C,24,220,0.422,0.2447,0.2462,193.288,366.052,612.51,447.937,482.393,330.058,41.22653225,,45.16946878
IITK,C,24,221,0.4312,0.2509,0.2376,351.4,2631.5,2986,2635.5,229.174,2635.5,41.74283317,,45.63331101
IITK,C,24,222,0.4412,0.259,0.253,104.3,154.895,540.518,203.458,225.711,138.234,44.9866,0,0
IITK,C,24,223,0.4382,0.2622,0.2586,78.4411,117.507,274.198,140.019,285.557,95.4992,45.2534,0,0
IITK,C,24,224,0.4278,0.2406,0.2248,270.338,530.204,1887.12,799.75,559.049,559.049,45.4258,0,0
IITK,C,24,225,0.4298,0.2373,0.2224,684.317,5583.5,0,6234.89,584.521,6234.89,45.3578,0,0
IITK,C,24,226,0.4278,0.2338,0.2311,200.584,306.735,1669.67,559.63,478.316,396.901,45.1065,0,0
IITK,C,24,227,0.4239,0.2432,0.2681,53.037,67.562,172.514,82.953,240.705,58.794,0,41.87,44.203
IITK,C,24,228,0.4229,0.2383,0.257,60.109,72.105,297.535,103.954,247.23,68.592,0,41.87,44.203
IITK,C,24,229,0.4164,0.2313,0.2291,238.463,665.349,557.222,515.25,571.366,415.165,0,41.87,44.203
IITK,C,24,230,0.4207,0.2495,0.2397,171.546,351.451,620.245,292.231,514.637,245.376,0,41.87,44.203
IITK,C,24,231,0.4462,0.2348,0.2215,311.692,806.592,1305.478,860.642,472.648,686.464,0,41.87,44.203
IITK,C,24,232,0.4791,0.2118,0.2388,73.701,132.867,241.901,171.817,284.6,117.082,0,41.87,44.203
IITK,C,24,232,0.4791,0.2118,0.2388,73.701,132.867,241.901,171.817,284.6,117.082,0,41.87,44.203
IITK,C,24,233,0.4779,0.2119,0.223,173.834,358.325,3686.5,815.485,362.438,440.103,0,41.87,44.203
IITK,C,24,234,0.4802,0.2235,0.2155,284.270,1088.078,0.000,1547.694,409.684,1326.595,0.000,41.870,44.203
IITK,E,24,101,0.3416,0.2765,0.2671,298.156,257.808,273.122,745.389,127.781,327.244,43.07936036,,44.50631343
IITK,E,24,102,0.3386,0.2454,0.2582,369.969,333.155,342.362,1479.88,401.322,493.292,43.39573554,,44.72901167
IITK,E,24,103,0.329,0.2443,0.2405,451.574,662.562,543.282,1179.11,359.729,643.152,43.21970309,,44.66281822
IITK,E,24,104,0.3369,0.2548,0.2608,858.72,740.103,738.793,2385.33,298.167,1533.43,43.1116517,,44.60347433
IITK,E,24,105,0.3362,0.2501,0.2509,622.921,675.686,525.156,1690.79,388.049,739.719,43.2700565,,44.74065776
IITK,E,24,106,0.3211,0.2381,0.2449,788.793,914.2,761.767,1039.77,269.118,788.793,43.15319047,,44.47954695
IITK,E,24,107,0.3254,0.239,0.2462,7069.67,10599,10580,21209,662.781,21209,43.39297221,,44.83604289
IITK,E,24,108,0.3286,0.2461,0.2528,1347.41,1090.24,672.912,2082.36,272.69,1090.76,43.16959916,,44.67263273
IITK,E,24,109,0.3137,0.2484,0.2511,202.282,200.135,215.136,556.275,358.887,229.392,43.46848371,,44.76648357
IITK,E,24,110,0.3257,0.2386,0.2436,464.178,417.48,453.304,1044.4,191.633,535.59,43.49579093,,44.70259703
IITK,E,24,111,0.326,0.246,0.2479,7349.33,5509.75,879.32,0,565.333,0,43.2043427,,44.54904056
IITK,E,24,112,0.3152,0.2396,0.2457,511.239,534.114,442.472,1175.85,534.477,546.907,43.56615326,,44.8181609
IITK,E,24,113,0.3189,0.2419,0.2413,5588.25,5585,11165,7451,798.321,7451,43.28464287,,44.49939592
IITK,E,24,114,0.3301,0.2625,0.2664,317.224,294.903,255.494,759.071,167.354,265.675,43.39626813,,44.55717786
IITK,E,24,115,0.3329,0.2577,0.2627,546.659,422.283,378.22,1600.93,431.019,509.386,43.63696495,,44.72980485
IITK,E,24,116,0.341,0.2912,0.2923,157.089,159.014,147.574,337.279,184.96,162.66,43.36350048,,44.3119698
IITK,E,24,117,0.3113,0.2427,0.2437,2644,2642.5,3514.5,3525.33,604.343,2644,43.60187878,,44.83846518
IITK,E,24,118,0.3173,0.253,0.262,542.143,517.227,554.732,1897.5,227.7,910.8,43.31153036,,44.5920893
IITK,E,24,119,0.2992,0.2392,0.2418,3887.5,3330.86,3329.71,4665,897.115,4665,43.68593944,,44.82188585
IITK,E,24,120,0.2954,0.2315,0.2388,1747.75,1397.53,2617,3495.5,723.207,2097.3,43.74611574,,44.92004678
IITK,E,24,121,0.31,0.2541,0.2558,1375.62,1100,915.708,7336.67,758.966,2000.91,43.29800808,,44.50462748
IITK,E,24,122,0.3069,0.2456,0.2518,1130.81,1318.11,1128.95,2638.56,1249.84,1187.35,43.65867828,,44.87047764
IITK,E,24,123,0.3041,0.2409,0.2493,7491.67,0,0,0,936.458,0,43.47773726,,44.58739316
IITK,E,24,124,0.3052,0.2506,0.2488,1016.24,1254.35,887.875,3556.83,454.064,970.045,43.42874854,,44.64389592
IITK,E,24,125,0.3201,0.2476,0.2462,23607,23592,7862.67,0,786.9,0,43.50059677,,44.64869079
IITK,E,24,126,0.3089,0.254,0.2542,11812,23612,0,23624,1817.23,23624,43.2245188,,44.39952125
IITK,E,24,127,0.3018,0.2428,0.2434,0,21196,21195,0,461.13,0,43.49032592,,44.85253902
IITK,E,24,128,0.3121,0.2463,0.2534,22495,11243.5,0,22495,624.861,22495,43.34363838,,44.75925218
IITK,E,24,129,0.3063,0.2428,0.244,5896.75,7861,4712.6,0,982.792,0,43.55783475,,44.78561066
IITK,E,24,130,0.3042,0.2505,0.2561,369.586,411.654,375.579,1071.8,376.07,510.381,43.42823163,,44.67152856
IITK,E,24,131,0.3169,0.2537,0.26,0,0,21927,0,535.195,0,43.13529492,,44.51690372
IITK,E,24,132,0.304,0.2473,0.2504,0,0,0,0,916.769,0,43.4439098,,44.90044472
IITK,E,24,133,0.3204,0.2522,0.2549,412.926,377.729,377.305,1592.71,208.393,637.086,43.22365086,,44.5746341
IITK,E,24,134,0.3084,0.2415,0.2445,2711.5,3096.57,3094.57,5423,461.532,2711.5,43.10793519,,44.54484477
IITK,E,24,135,0.3129,0.2482,0.2596,1236.42,1117.86,1381.24,1468.25,313.227,1067.82,43.31054423,,44.75296948
IITK,E,24,136,0.3126,0.2538,0.2507,546,510,478.694,3354,190.878,602,43.17242318,,44.42946014
IITK,E,24,137,0.316,0.2598,0.2515,583.27,552.923,458.404,1660.08,303.958,653.97,43.27195647,,44.62465436
IITK,E,24,138,0.3176,0.2431,0.2448,1318.12,1178.68,1119.15,2801,373.467,1244.89,43.15447089,,44.55098915
IITK,E,24,139,0.3031,0.2432,0.2445,906.654,872.704,872.704,1964.42,270.954,1071.5,43.45917857,,44.73372216
IITK,E,24,140,0.3059,0.2324,0.243,0,0,0,0,955.783,0,43.30286351,,44.63279337
IITK,E,24,141,0.308,0.2489,0.258,10965.5,10962,21902,10965.5,953.522,10965.5,43.13669127,,44.48762092
IITK,E,24,142,0.2989,0.2389,0.243,23805,23797,7930,23805,595.125,23805,43.63623809,,44.79757133
IITK,E,24,143,0.312,0.2475,0.2459,477.447,448.32,373.45,1402.5,226.667,623.333,43.41836017,,44.55540245
IITK,E,24,144,0.3071,0.239,0.2385,21743,7242.33,5428.5,21743,494.159,21743,43.21069214,,44.3691033
IITK,E,24,145,0.3043,0.2353,0.2427,0,0,23565,0,1310,0,43.39636834,,44.49969038
IITK,E,24,146,0.3111,0.2437,0.2498,24197,24183,12078,24197,1052.04,24197,43.26513318,,44.28615881
IITK,E,24,147,0.2964,0.2323,0.2391,0,0,0,0,949.087,0,43.43570971,,44.61080449
IITK,E,24,148,0.3152,0.251,0.2514,722.645,699.844,722.258,4480.4,520.977,896.08,43.35100566,,44.50071432
IITK,E,24,149,0.2937,0.2403,0.2395,24034,24026,24018,24034,890.148,24034,43.56740839,,44.68866181
IITK,E,24,150,0.2975,0.2322,0.2392,0,0,0,0,1464.67,0,43.55725524,,44.67616988
IITK,E,24,151,0.3086,0.2514,0.252,0,0,0,0,838.154,0,43.56025876,,44.7647075
IITK,E,24,152,0.3,0.2376,0.2347,0,0,0,0,815.533,0,43.92166068,,44.77164582
IITK,E,24,153,0.3061,0.2463,0.2515,374.033,373.869,367.468,814.857,256.36,393.379,43.47881256,,44.52423445
IITK,E,24,154,0.2975,0.2382,0.2457,0,0,21745,0,605,0,43.39167011,,44.54633664
IITK,E,24,155,0.3022,0.2385,0.2486,0,0,0,0,646.889,0,43.56402729,,44.6776513
