SITE,CONST,YR,DOY,MP1,MP2,MP5,OSMP1,OSMP2,OSMP5,OSGF,OSMW,OSIOD,S1,S2,S5X
BOMB,C,24,100,0.1845,0.1054,0.1027,5239,0,1921,0,187.107,5239,50.51721432,,51.32415409
BOMB,C,24,101,0.2902,0.1822,0.2189,218.833,189.222,369.2,437.667,61.7882,154.471,50.1544221,,51.05489984
BOMB,C,24,102,0.3444,0.2013,0.2052,330.829,255.407,669,771.933,107.213,199.638,50.10278826,,50.95708796
BOMB,C,24,103,0.24,0.1508,0.1517,742,441.222,2707,1669.5,193.565,534.24,50.16010707,,51.11499815
BOMB,C,24,104,0.2669,0.1543,0.1501,284.667,194.789,506,569.333,98,192.839,50.05577978,,51.06360843
BOMB,C,24,105,0.3647,0.2335,0.1818,191.061,112.147,1661.33,370.882,78.8125,144.943,50.05955484,,51.01908963
BOMB,C,24,106,0.1842,0.1232,0.1091,1732.86,3551,838,6065,130.43,2426,50.1363564,,51.06123707
BOMB,C,24,107,0.1468,0.1088,0.0939,0,0,0,0,227.143,0,50.05533263,,50.97957655
BOMB,C,24,108,0.1673,0.119,0.0957,9079,8227,0,9079,394.739,9079,50.09857528,,50.87887324
BOMB,C,24,109,0.3042,0.237,0.1862,77.4961,63.4846,113.5,123.025,82.7059,63.4968,50.01225637,,51.12669598
BOMB,C,24,110,0.3073,0.2576,0.2814,379.8,307.518,428.636,721.62,252.315,451.012,43.08499858,,43.90824677
BOMB,C,24,111,0.2745,0.2511,0.2509,5749.67,7242.67,2144.21,17249,502.398,12936.8,42.56144856,,43.88712492
BOMB,C,24,112,0.305,0.2848,0.2664,624.061,460.391,749.875,1137.18,282.724,741.638,42.59882918,,43.9090797
BOMB,C,24,113,0.3086,0.2516,0.2713,405.88,513.439,249.445,1179.88,294.971,583.161,42.79785707,,44.10634408
BOMB,C,24,114,0.3312,0.2725,0.2993,285.744,304.042,238.776,724.423,179.839,323.484,42.80134003,,44.05214975
BOMB,C,24,115,0.3459,0.2713,0.3071,349.653,472.304,258.026,856.65,176.024,372.457,42.64557431,,43.86031596
BOMB,C,24,116,0.3531,0.2781,0.2963,446.155,416.792,361.756,1101.15,184.836,462.089,42.58200553,,43.78954676
BOMB,C,24,117,0.2637,0.2421,0.2525,4636.55,0,1650.61,7286,372.277,7286,42.49694242,,43.79513844
BOMB,C,24,118,0.2681,0.2445,0.2532,25889,0,4989,51778,523.01,51778,42.57599505,,43.89724829
BOMB,C,24,119,0.2785,0.2526,0.2484,2546.25,21021,1246,10185,450.664,5658.33,42.59034019,,43.93582603
BOMB,C,24,120,0.3129,0.26,0.2744,390.884,696.567,250.229,1096.17,252.12,475.698,42.74133627,,44.08406337
BOMB,C,24,121,0.2608,0.2511,0.2542,2257.26,10995,1197.08,10383.4,363.056,5768.56,42.79700294,,44.139016
BOMB,C,24,122,0.2704,0.2433,0.2541,3053.29,10979.5,1361.23,6488.25,405.516,3992.77,42.71048776,,43.96189491
BOMB,C,24,123,0.2787,0.2373,0.2685,1664.9,0,954.226,6451.5,348.73,3970.15,42.64394498,,43.88423239
BOMB,C,24,124,0.2938,0.2521,0.2831,860.933,910.167,876.824,2459.81,286.978,1614.25,42.58182825,,43.81265089
BOMB,C,24,125,0.268,0.2541,0.2542,1357.34,908.5,1860.94,3684.21,274.356,1983.81,42.5893552,,43.85394997
BOMB,C,24,126,0.2573,0.2417,0.2401,16958.3,21120,4959.17,25437.5,353.299,25437.5,42.69335848,,43.97433408
BOMB,C,24,127,0.2483,0.2567,0.2366,10093.8,0,4941.67,0,407.008,16823,42.84219479,,44.10623377
BOMB,C,24,128,0.2434,0.2257,0.2347,3959.31,10919,1852.06,12867.8,519.909,8578.5,42.91355652,,44.21880039
BOMB,C,24,129,0.246,0.2337,0.2391,3706,10980.5,1994.87,10376.8,546.147,6485.5,42.74046766,,44.00098226
BOMB,C,24,130,0.2811,0.2499,0.2618,804.859,522.381,1285.7,2146.29,375.993,1170.7,42.70331099,,43.90878515
BOMB,C,24,131,0.2609,0.2295,0.2438,6415.75,10805.5,2971.5,51326,712.861,51326,42.6393688,,43.89223912
BOMB,C,24,132,0.2853,0.2461,0.2389,3977.85,0,2968.3,25856,671.584,25856,42.70338846,,43.98538811
BOMB,C,24,133,0.2803,0.2659,0.2445,915.182,600.765,1031.34,1480.44,488.689,1094.24,42.70358614,,44.02367981
BOMB,C,24,134,0.2699,0.2459,0.244,4176.67,10348.5,1961.53,12530,527.579,10024,42.84380722,,44.18583951
BOMB,C,24,135,0.2627,0.2618,0.2526,6462.12,10861.5,1998.27,17232.3,615.44,17232.3,42.79116537,,44.14562252
BOMB,C,24,136,0.2608,0.2463,0.2488,4300.75,10801,2143.36,12902.2,486.877,12902.2,42.70816183,,44.02870848
BOMB,C,24,137,0.2525,0.2428,0.2436,3940.08,3582.33,2702.45,10244.2,539.168,4268.42,42.61989964,,43.92811313
BOMB,C,24,138,0.277,0.2511,0.2752,787.215,616.857,778.395,1895.15,302.775,1112.37,42.57888102,,43.82592743
BOMB,C,24,139,0.2686,0.2373,0.2485,7368.57,0,2292.62,51580,387.82,17193.3,42.65564576,,43.90297561
BOMB,C,24,140,0.2632,0.246,0.2437,2406.9,4158,1352.5,6318.12,391.822,4212.08,42.67520959,,43.989267
BOMB,C,24,141,0.2697,0.2554,0.2521,694.817,334.483,1625.72,2055.5,567.034,1096.27,42.883802,,44.22601537
BOMB,C,24,142,0.2463,0.2515,0.2351,5564.33,20265,3726.75,10015.8,455.264,8346.5,42.85847737,,44.18826192
BOMB,C,24,143,0.2565,0.2517,0.2426,5737.44,10894.5,4974.67,17212.3,501.33,8606.17,42.80285666,,44.12734885
BOMB,C,24,144,0.2458,0.2441,0.2399,2147.96,873.08,5944.8,4686.45,481.785,2241.35,42.72206924,,43.9661644
BOMB,C,24,145,0.2447,0.247,0.2418,7524.29,21937,3073.3,10534,458,10534,42.63390212,,43.88891671
BOMB,C,24,146,0.2464,0.2485,0.2432,7547.57,11074,3835.62,26416.5,574.272,13208.2,42.76261145,,44.03691842
BOMB,C,24,147,0.2391,0.25,0.2348,5165.1,0,2556.83,25825.5,543.695,17217,42.76902935,,44.01051997
BOMB,C,24,148,0.2488,0.2619,0.2328,6352.38,20090,3072.9,50819,627.395,16939.7,42.81707746,,44.07579208
BOMB,C,24,149,0.2382,0.258,0.2365,12957,0,3817.88,25914,450.678,25914,42.76059383,,44.02594593
BOMB,C,24,150,0.2355,0.2367,0.2307,7476.29,7258,5093.33,26167,513.078,26167,42.79078822,,44.08704285
BOMB,C,24,151,0.2343,0.2435,0.2317,8762.5,0,3451.89,13143.8,751.071,13143.8,42.73535194,,43.93142131
BOMB,C,24,152,0.2542,0.2415,0.2501,2113.96,1290.53,2060.67,3774.93,587.211,3303.06,42.64818309,,43.85647942
BOMB,C,24,153,0.248,0.2486,0.2467,10653.6,0,3879.25,17756,674.278,13317,42.71817271,,43.95797848
BOMB,C,24,154,0.2395,0.2515,0.2431,3518.53,5406.5,2396.31,8796.33,620.918,8796.33,42.71868549,,43.99403723
BOMB,C,24,155,0.2421,0.2412,0.2325,5034.3,0,2692.73,8390.5,524.406,7191.86,42.83895744,,44.12724266
BOMB,C,24,156,0.2407,0.2358,0.2371,4334.75,5371.75,2348.46,13004.2,650.212,8669.5,42.82531069,,44.13194526
BOMB,C,24,157,0.2492,0.242,0.2367,6574.25,7327,3826.62,52594,649.309,52594,42.77407577,,44.11106502
BOMB,C,24,158,0.2539,0.241,0.2379,17622,21996,6174,0,652.667,52866,42.74448412,,44.0160509
BOMB,C,24,159,0.2371,0.2269,0.2443,4403.83,21896,2579.17,8807.67,852.355,8807.67,42.66517964,,43.90690658
BOMB,C,24,160,0.2375,0.2462,0.2405,5893,0,2564.25,26518.5,576.489,26518.5,42.73475076,,44.0112714
BOMB,C,24,161,0.2587,0.2546,0.2381,1226.43,726.31,1691.5,2711.05,355.241,1515,42.81861452,,44.07851842
BOMB,C,24,161,0.2587,0.2546,0.2381,1226.43,726.31,1691.5,2711.05,355.241,1515,42.81861452,,44.07851842
BOMB,C,24,162,0.2655,0.2459,0.2408,7279.71,20312,2786,25479,613.952,25479,42.860562,,44.1395499
BOMB,C,24,163,0.2568,0.257,0.2482,1366.87,1942.27,986.323,5194.1,432.842,3055.35,42.85340076,,44.17933887
BOMB,C,24,164,0.2441,0.2554,0.2379,4057.23,4412.4,2556.83,17581.3,824.125,17581.3,42.83116692,,44.19215654
BOMB,C,24,165,0.2519,0.2205,0.2482,2384.91,10724,1348.7,6558.5,596.227,5829.78,42.71161182,,43.99668396
BOMB,C,24,166,0.2413,0.2388,0.2463,13113,22022,10143.3,52452,738.761,52452,42.73080191,,43.95353612
BOMB,C,24,167,0.2433,0.2575,0.244,7538,22203,3056.3,0,1055.32,0,42.77807046,,44.04845799
BOMB,C,24,168,0.2442,0.2407,0.2367,13064.8,0,4401.14,52259,803.985,52259,42.75937815,,44.07320287
BOMB,C,24,169,0.2668,0.2475,0.234,838.656,451.478,1168.85,1650.26,422.793,1044.04,42.80548835,,44.0901421
BOMB,C,24,170,0.249,0.2359,0.2323,4622.45,10660.5,2684.18,25423.5,669.039,16949,42.87020085,,44.16905552
BOMB,C,24,171,0.2337,0.2487,0.2309,25640.5,10878.5,29524,25640.5,534.177,25640.5,42.80446526,,44.13018893
BOMB,C,24,172,0.244,0.2361,0.2444,10329,21996,4941.5,25822.5,717.292,25822.5,42.65722166,,43.94946222
BOMB,C,24,173,0.2539,0.2652,0.2392,4719.27,10978.5,2723.18,0,692.16,51912,42.78282348,,44.01245704
BOMB,C,24,174,0.2625,0.262,0.2472,7448.71,3694.17,7494,10428.2,423.911,8690.17,42.7401217,,43.99651469
BOMB,C,24,175,0.249,0.263,0.2396,6417.62,21680,3707.62,25670.5,789.862,25670.5,42.78937791,,44.07773921
BOMB,C,24,176,0.2381,0.2537,0.2222,6250.88,20868,4162.71,25003.5,537.71,25003.5,42.904766,,44.18401208
BOMB,C,24,177,0.2166,0.2476,0.2192,16897,21208,3685.38,25345.5,545.065,16897,42.79885218,,44.12928235
BOMB,C,24,178,0.2341,0.2496,0.2215,6387.25,7267.33,4185.14,17032.7,699.973,17032.7,42.85391429,,44.18842518
BOMB,C,24,179,0.2229,0.2613,0.2289,4331,0,2296.38,17324,577.467,12993,42.57977238,,43.88227513
BOMB,C,24,180,0.2392,0.2607,0.2258,7410.43,10928.5,4288,0,910.053,0,42.77812928,,44.02748135
BOMB,C,24,181,0.2385,0.2516,0.2342,3234.81,22016,1565.32,17252.3,507.422,4313.08,42.72299818,,44.02656807
BOMB,C,24,182,0.2513,0.2485,0.2251,1485.5,855.28,2080.36,5050.7,435.405,2525.35,42.77246402,,44.07455544
BOMB,C,24,183,0.219,0.2392,0.2063,1584.52,0,949.233,4093.33,343.497,2728.89,42.93728706,,44.22112063
BOMB,C,24,184,0.2244,0.2403,0.2142,8339.17,10336,4194.71,25017.5,543.859,25017.5,42.74438951,,44.10324459
BOMB,C,24,185,0.2131,0.2361,0.2073,10079.2,0,3639.62,12599,1028.49,12599,42.69835293,,44.06610251
BOMB,C,24,186,0.2256,0.2466,0.2172,4706.55,0,2118.07,8628.67,681.211,5177.2,42.54787881,,43.90437054
BOMB,C,24,187,0.2237,0.2482,0.2131,17256.3,10942.5,9961.33,25884.5,528.255,25884.5,42.66813673,,43.97410356
BOMB,C,24,188,0.2271,0.2492,0.2099,5096.8,0,1971.4,12742,421.223,8494.67,42.62381807,,43.977362
BOMB,C,24,189,0.2308,0.2523,0.212,50591,0,7307.25,0,374.748,50591,42.64249375,,43.91895201
BOMB,C,24,190,0.2373,0.2532,0.2202,24137,20335,13969.5,48274,277.437,48274,42.88387988,,44.12269295
BOMB,C,24,191,0.2301,0.2385,0.2166,2893.94,2130.44,3391.12,46303,217.385,46303,42.80544978,,44.13950035
BOMB,C,24,192,0.2273,0.2395,0.2139,22460.5,19082,12919.5,22460.5,168.876,22460.5,42.74577427,,44.10294766
BOMB,C,24,193,0.2229,0.2471,0.2224,2631.88,8946.5,1274.58,10527.5,108.531,5263.75,42.56139094,,43.91596566
BOMB,C,24,194,0.1858,0.2168,0.1914,14941,0,4480.5,0,42.567,0,42.62912469,,43.98383354
BOMB,C,24,195,0.2036,0.2393,0.1841,0,0,0,0,74.7778,0,41.92814221,,43.53301603
BOMB,C,24,196,0.0854,0.0823,0.0971,0,0,0,0,0,0,42.27916667,,43.62291667
BOMB,C,24,197,0.1639,0.2268,0.177,0,0,0,0,42.5,0,42.28639456,,43.67256236
BOMB,C,24,198,0.1497,0.1655,0.1376,3168,0,1832,0,21.551,0,42.77602403,,44.2683952
BOMB,C,24,199,0.1764,0.2129,0.1877,3020.5,0,1673,0,47.5669,0,41.84746475,,43.3318399
BOMB,C,24,200,0.0681,0.0749,0.1303,0,0,0,0,85.2,0,42.50165289,,44.11065574
BOMB,C,24,201,0.0961,0.1885,0.1009,97.8333,120.5,86.5,0,36.6875,0,42.59651163,,43.90346821
BOMB,C,24,202,0.099,0.1178,0.0951,217.25,0,125.75,0,25.5588,0,42.6123506,,44.11312127
BOMB,C,24,203,0.0844,0.1144,0.1217,0,0,0,0,35.4286,0,42.47914439,,44.12882562
BOMB,C,24,204,0.1199,0.1696,0.1202,1316,0,361.5,0,27.4167,0,42.98111111,,44.44190871
BOMB,C,24,222,0.3336,0.2754,0.2747,487.418,346.259,570.156,1774.2,92.7929,764.741,41.2538,43.7218,0
BOMB,C,24,223,0.2589,0.245,0.2255,721.208,484.576,741.1,1661.91,62.2541,849.422,41.1799,43.8821,0
BOMB,C,24,224,0.2266,0.2406,0.1994,5729.57,0,2342.9,40107,122.651,40107,41.3514,44.0713,0
BOMB,C,24,225,0.2262,0.2304,0.2037,6517.17,0,3245.57,19551.5,112.365,19551.5,41.4127,44.0712,0
BOMB,C,24,226,0.2693,0.2345,0.2185,1426,2854.83,931.731,4594.89,109.402,2756.93,41.3007,43.9541,0
BOMB,C,24,227,0.2853,0.2504,0.2337,1285.1,1626.1,696.625,6425.5,100.398,2141.833,0,41.87,44.203
BOMB,C,24,228,0.2328,0.2184,0.202,628.66,407.059,749.192,1959.941,54.177,1148.931,0,41.87,44.203
BOMB,C,24,229,0.3209,0.2694,0.2559,398.964,215.485,714.481,905.757,66.101,440.961,0,41.87,44.203
BOMB,C,24,230,0.2237,0.227,0.2,4150,4629.667,3862.2,8300,78.673,4150,0,41.87,44.203
BOMB,C,24,231,0.2669,0.2474,0.2255,541.421,488.5,523.6,1870.364,70.459,791.308,0,41.87,44.203
BOMB,C,24,232,0.3013,0.2565,0.2565,307.645,231.977,311.629,691.087,175.959,358.534,0,41.87,44.203
BOMB,C,24,232,0.3013,0.2565,0.2565,307.645,231.977,311.629,691.087,175.959,358.534,0,41.87,44.203
BOMB,C,24,233,0.2449,0.243,0.2139,3300.133,0,2212.615,49502,475.981,12375.5,0,41.87,44.203
BOMB,C,24,233,0.2449,0.243,0.2139,3300.133,0,2212.615,49502,475.981,12375.5,0,41.87,44.203
BOMB,C,24,234,0.2589,0.2279,0.2075,4537.000,0.000,2398.500,0.000,594.131,9981.400,0.000,41.870,44.203
BOMB,E,24,100,0.1179,0.1019,0.0913,0,0,0,0,72.3333,0,48.82642089,,49.53456221
BOMB,E,24,101,0.1968,0.1842,0.2406,897.5,718,718,0,42.2353,359,49.78524088,,50.58295265
BOMB,E,24,102,0.2117,0.2499,0.2265,1471.67,1471.67,1103.5,0,60.4795,551.875,49.67476784,,50.40067966
BOMB,E,24,103,0.1167,0.1017,0.0956,0,0,0,0,114.806,0,49.62864747,,50.46404549
BOMB,E,24,104,0.1991,0.2144,0.2412,595.429,463,595.286,2084,70.6441,378.909,49.59944844,,50.53297336
BOMB,E,24,105,0.2647,0.2956,0.314,478.889,287.267,239.333,2155,73.0508,205.238,49.68962877,,50.59867688
BOMB,E,24,106,0.1269,0.1197,0.1069,0,0,0,0,116.579,0,49.34275395,,50.13643341
BOMB,E,24,107,0.1157,0.1049,0.0956,0,0,0,0,155.964,0,49.33576826,,50.4814976
BOMB,E,24,108,0.1242,0.1185,0.1007,0,0,0,0,234.944,0,49.97169544,,50.9457555
BOMB,E,24,109,0.198,0.2135,0.2299,296.444,242.545,333.188,5336,124.093,205.231,49.47792767,,50.16897844
BOMB,E,24,110,0.2762,0.2855,0.2753,212.535,203.649,203.608,342.955,232.154,264.737,43.70947633,,44.20945445
BOMB,E,24,111,0.2872,0.281,0.2708,1430.27,1787.25,1782.75,3575.67,369.897,3064.86,42.78179533,,43.48272545
BOMB,E,24,112,0.2914,0.2823,0.2771,708.588,687.886,546.977,1147.24,365.03,730.061,43.01620524,,43.58796846
BOMB,E,24,113,0.2912,0.2747,0.279,377.839,311.015,289.356,1511.36,335.857,492.07,43.31259434,,43.75689305
BOMB,E,24,114,0.3201,0.3099,0.3215,321.773,282.907,232.209,1061.85,233.374,268.823,42.94062926,,43.49493456
BOMB,E,24,115,0.3115,0.3105,0.3058,268.977,236.222,222.476,557.167,161.386,251.624,42.95527268,,43.4876789
BOMB,E,24,116,0.3173,0.3042,0.3014,420.056,314.722,337.224,986.217,174.485,391.086,42.76902064,,43.25681989
BOMB,E,24,117,0.2806,0.2698,0.2702,2649,2648.38,2350.56,7064,353.2,7064,43.01609163,,43.65618062
BOMB,E,24,118,0.2828,0.2781,0.2684,1701.85,2212.1,1840.67,2765.5,368.733,2212.4,42.79695862,,43.53967529
BOMB,E,24,119,0.2749,0.272,0.2564,1797.69,1797.31,1556.6,7790,329.155,3895,43.07815891,,43.65599607
BOMB,E,24,120,0.3056,0.3009,0.2995,253.723,269.692,236.011,467.978,277.092,269.987,42.93611374,,43.54307422
BOMB,E,24,121,0.2888,0.2913,0.2751,5404.75,4322,2698.12,0,379.281,0,42.60253013,,43.29944493
BOMB,E,24,122,0.2752,0.2663,0.2554,2000.92,2000.17,1998.75,4001.83,347.986,4001.83,43.00054886,,43.60980637
BOMB,E,24,123,0.2745,0.2683,0.265,407.615,423.48,325.138,683.742,321.152,543.487,43.278393,,43.73829195
BOMB,E,24,124,0.2907,0.2784,0.2893,661.062,587.194,656.406,1322.12,264.425,881.417,42.95176997,,43.58402282
BOMB,E,24,125,0.2807,0.2758,0.2664,3900.5,3899.83,1798.54,7801,307.934,4680.6,42.92964243,,43.53648793
BOMB,E,24,126,0.2869,0.2741,0.271,494.087,436.808,444.686,1420.5,324.686,710.25,42.83425552,,43.40287852
BOMB,E,24,127,0.2769,0.2669,0.2622,0,0,0,0,421.765,0,42.92509862,,43.56102869
BOMB,E,24,128,0.28,0.2714,0.2629,1460.8,1368.88,1151.79,3652,447.184,2739,42.87490432,,43.55598759
BOMB,E,24,129,0.2725,0.2632,0.2561,3896.33,3894.5,3337.29,11689,383.246,11689,43.12328481,,43.67767277
BOMB,E,24,130,0.2887,0.2818,0.2854,492.256,492.023,383.745,1763.92,289.959,729.897,42.96843815,,43.54127794
BOMB,E,24,131,0.285,0.282,0.2708,3499.83,2997.71,2330.44,20999,499.976,20999,42.53281384,,43.24245108
BOMB,E,24,132,0.2688,0.2675,0.2555,1776.15,1775.54,1537.53,7696.67,513.111,7696.67,42.95024654,,43.61274098
BOMB,E,24,133,0.2769,0.2712,0.2678,782.25,952.043,683.656,1991.18,456.312,1368.94,43.10293488,,43.6520703
BOMB,E,24,134,0.2898,0.2765,0.2787,2688.62,2388.78,1652.31,7169.67,241.674,4301.8,42.75907635,,43.41697201
BOMB,E,24,135,0.2831,0.2821,0.277,799.724,1007.65,747.452,2319.2,539.349,1656.57,42.87260486,,43.54752403
BOMB,E,24,136,0.2786,0.2714,0.2706,3261.43,3802,3799.67,11415,585.385,11415,42.94516975,,43.51732504
BOMB,E,24,137,0.285,0.2759,0.2729,1939.45,2665.62,1937.55,10667,410.269,10667,42.78745261,,43.44877443
BOMB,E,24,138,0.3005,0.2852,0.2916,595.75,549.333,535.4,1429.8,235.681,824.885,42.89179649,,43.5277568
BOMB,E,24,139,0.2785,0.2656,0.2628,2626.44,2625.67,1967.58,23638,352.806,23638,43.00809703,,43.61687328
BOMB,E,24,140,0.276,0.2768,0.2692,596.229,595.943,508.366,1227.53,485.302,1043.4,43.07390951,,43.69764345
BOMB,E,24,141,0.2942,0.2837,0.2822,1193.83,1073.8,715.233,2148.9,390.709,1653,42.52639011,,43.2556714
BOMB,E,24,142,0.2728,0.2622,0.2565,4763.8,4763,2975.25,11909.5,506.787,11909.5,43.00200889,,43.65776593
BOMB,E,24,143,0.2704,0.2602,0.2568,1124.47,1186.61,888.583,2136.5,427.3,2136.5,43.26977157,,43.8290732
BOMB,E,24,144,0.2857,0.267,0.2774,4318.2,3597.5,2693.25,21591,431.82,21591,42.68245679,,43.35660456
BOMB,E,24,145,0.2732,0.2711,0.254,2270,3782.67,2061.18,2522.22,366.129,2522.22,42.93920577,,43.60702488
BOMB,E,24,146,0.2695,0.2594,0.2517,2114.27,2582.67,2111,5814.25,528.568,3876.17,42.90949991,,43.5632618
BOMB,E,24,147,0.2708,0.2668,0.2639,4326.2,7204,21605,10815.5,491.614,10815.5,42.74057744,,43.42510518
BOMB,E,24,148,0.2785,0.2686,0.2647,933.783,1789.08,1786.75,5369.25,511.357,2684.62,42.79718303,,43.51721968
BOMB,E,24,149,0.2634,0.2587,0.2481,0,0,23570,0,421.25,0,43.10603879,,43.6751801
BOMB,E,24,150,0.2731,0.2665,0.2555,4222.6,5276.5,2636,10556.5,340.532,10556.5,43.0075403,,43.61972264
BOMB,E,24,151,0.2853,0.2748,0.2711,3605.17,4325,4320,21631,503.047,21631,42.49227573,,43.15769497
BOMB,E,24,152,0.2668,0.2631,0.2497,4763,4760.4,2974.12,7938.33,793.833,7938.33,43.02286721,,43.61250367
BOMB,E,24,153,0.2619,0.2524,0.2419,7162.33,7161,5366.75,0,447.646,0,43.3582485,,43.91875756
BOMB,E,24,154,0.271,0.268,0.2729,3657.5,3655.5,2434.67,0,1045,0,42.65594107,,43.32071448
BOMB,E,24,155,0.2708,0.2682,0.2547,2060.09,2264.9,1617.29,5665.25,527,5665.25,42.8821729,,43.54399753
BOMB,E,24,156,0.2633,0.2579,0.2558,2616,2614.22,1808.31,7848,385.967,5886,42.90555485,,43.51793303
BOMB,E,24,157,0.2673,0.2612,0.2537,1208.5,1552.57,1358.25,3625.5,679.781,2719.12,42.7451323,,43.45532736
BOMB,E,24,158,0.2676,0.2625,0.2562,1611.62,2991.14,1744.67,4190.2,380.927,2993,42.89312693,,43.61005152
BOMB,E,24,159,0.265,0.2589,0.2562,2969.5,3393,2637.44,7918.67,402.644,7918.67,43.07704043,,43.70871816
BOMB,E,24,160,0.2666,0.2599,0.256,7096,5321,3038,0,532.2,0,42.99541405,,43.67274989
BOMB,E,24,161,0.2848,0.2728,0.2691,7005.33,7001,4199,10508,333.587,7005.33,42.57199297,,43.29992392
BOMB,E,24,161,0.2848,0.2728,0.2691,7005.33,7001,4199,10508,333.587,7005.33,42.57199297,,43.29992392
BOMB,E,24,162,0.2764,0.2724,0.2545,2638.67,2638.22,1976.75,11874,565.429,11874,42.96921038,,43.62717048
BOMB,E,24,163,0.2671,0.2617,0.2567,3107.86,3107.14,4348.6,0,435.1,0,43.33019188,,43.92520669
BOMB,E,24,164,0.2861,0.2802,0.2685,3119.57,3117.57,2423.56,21837,436.74,21837,42.66404736,,43.34957645
BOMB,E,24,165,0.2744,0.2688,0.2586,2038.55,2801.25,1867,11212,457.633,11212,42.82808024,,43.49540916
BOMB,E,24,166,0.2731,0.2632,0.2602,4706.6,11763,2935.62,11766.5,560.31,11766.5,42.96314094,,43.61413506
BOMB,E,24,167,0.2718,0.2659,0.2557,2399.67,2698,1348.25,21597,490.841,7199,42.77960551,,43.48660896
BOMB,E,24,168,0.2709,0.26,0.2567,1228.18,1739.08,1490.14,2982.71,417.58,2087.9,42.8300827,,43.55652403
BOMB,E,24,169,0.278,0.2645,0.2583,2349.8,1957.33,1805.77,4699.6,206.123,2349.8,43.06755884,,43.71556823
BOMB,E,24,170,0.2694,0.2632,0.2539,2653.25,3030.57,2353.89,5306.5,684.71,4245.2,43.13708039,,43.78897111
BOMB,E,24,171,0.2737,0.2627,0.2641,10452.5,10446.5,6960,20905,354.322,20905,42.74626681,,43.46447865
BOMB,E,24,172,0.2711,0.2593,0.252,2127.91,3342,2125.27,3343.86,383.721,3343.86,42.98275112,,43.63699889
BOMB,E,24,173,0.2572,0.2485,0.246,3111,3109.14,3625.33,7259,435.54,5444.25,43.36682869,,43.95566527
BOMB,E,24,174,0.2682,0.2687,0.2627,7266.67,7259,5442.75,0,375.862,0,42.6619806,,43.31488259
BOMB,E,24,175,0.2733,0.2612,0.2497,1847.42,2216,1844.08,7389.67,492.644,4433.8,42.82110557,,43.53006589
BOMB,E,24,176,0.274,0.2543,0.2539,4704,5876,5874.5,0,373.333,11760,42.96314784,,43.61643568
BOMB,E,24,177,0.2684,0.2494,0.2505,5431.5,10851.5,4339.4,0,543.15,0,42.78562239,,43.45644567
BOMB,E,24,178,0.2718,0.2568,0.2561,833.6,1096,1040.1,4168,453.043,2084,42.88832823,,43.579903
BOMB,E,24,179,0.2626,0.2544,0.2421,4749.8,4748.6,3390.29,7916.33,424.089,7916.33,43.11434099,,43.71572986
BOMB,E,24,180,0.2705,0.2564,0.2485,5269,4213.8,2338.89,0,514.049,0,43.1258318,,43.8221137
BOMB,E,24,181,0.2701,0.2462,0.2466,2985.86,3481.33,3478.83,6967,401.942,6967,42.72674552,,43.47998374
BOMB,E,24,182,0.2582,0.2445,0.243,1409.12,1609.86,1501.67,4509.2,363.645,3220.86,43.00022133,,43.65412104
BOMB,E,24,183,0.2375,0.2278,0.2217,7175,7172,3585.83,21525,364.831,21525,43.37889363,,43.98639487
BOMB,E,24,184,0.2556,0.2363,0.2346,7257.67,7255.67,3626,21773,506.349,21773,42.66804663,,43.35768065
BOMB,E,24,185,0.2563,0.2324,0.2378,983.682,1138.53,1441.2,2705.12,515.262,1664.69,42.79854678,,43.47236842
BOMB,E,24,186,0.2508,0.2318,0.2273,11757.5,11755.5,7831,23515,635.541,23515,43.10152094,,43.7331038
BOMB,E,24,187,0.2531,0.2387,0.2328,2430.11,2429.44,2184.3,5467.75,390.554,3124.43,42.62760588,,43.41331506
BOMB,E,24,188,0.2573,0.2366,0.2415,1010.9,1263.25,1552.85,3369.67,288.829,2527.25,42.81669462,,43.60303525
BOMB,E,24,189,0.2526,0.2357,0.2287,23452,0,5859.25,23452,469.04,23452,42.99397852,,43.63015981
BOMB,E,24,190,0.2533,0.2427,0.2408,4064,5078,2537.38,10160,250.864,10160,43.03533801,,43.72793409
BOMB,E,24,191,0.2584,0.248,0.2335,2168.89,2168.44,2166.78,0,166.838,0,42.77661839,,43.49978987
BOMB,E,24,192,0.2576,0.2401,0.2332,5056.25,5055.5,5053.25,6741.67,141.434,6741.67,42.95908799,,43.6144333
BOMB,E,24,193,0.2464,0.2314,0.2244,5694.33,5693.33,3411.4,0,84.99,0,43.37281707,,43.96652029
BOMB,E,24,194,0.2566,0.2395,0.2287,0,6992,0,0,49.6028,0,42.94123785,,43.83626751
BOMB,E,24,195,0.2306,0.248,0.2389,0,0,0,0,47.6286,0,42.55868263,,43.4487118
BOMB,E,24,196,0.0719,0.092,0.0864,0,0,0,0,0,0,44.03225806,,45.01612903
BOMB,E,24,197,0.2378,0.1964,0.2149,0,0,0,0,42.2857,0,42.70168919,,43.65371622
BOMB,E,24,198,0.1692,0.1484,0.1628,226.8,226.8,226.8,1134,18,1134,42.87684859,,43.90555556
BOMB,E,24,199,0.2069,0.1919,0.2028,0,0,0,0,42.4909,0,43.447454,,43.94099273
BOMB,E,24,200,0.1024,0.071,0.0733,0,0,0,0,64.3333,0,43.40621762,,44.25803109
